time,ticker,action,quantity,price
2025-01-03,AAPL,SELL,535.0,243.36
2025-01-03,MU,BUY,446.0,87.95
2025-01-03,NFLX,BUY,1053.0,89.31
2025-01-03,NVDA,BUY,456.0,140.01
2025-01-03,QQQ,SELL,267.0,513.35
2025-01-03,V,SELL,456.0,314.18
2025-01-06,AAPL,SELL,544.0,244.31
2025-01-06,MU,BUY,436.0,95.57
2025-01-06,NFLX,BUY,1073.0,88.88
2025-01-06,NVDA,BUY,424.0,148.59
2025-01-06,QQQ,SELL,259.0,524.02
2025-01-06,V,SELL,463.0,315.01
2025-01-07,MU,SELL,0.0,103.41
2025-01-07,AAPL,SELL,547.0,242.98
2025-01-07,AMD,BUY,472.0,130.51
2025-01-07,NFLX,BUY,1089.0,87.94
2025-01-07,NVDA,BUY,407.0,153.03
2025-01-07,QQQ,SELL,257.0,525.59
2025-01-07,V,SELL,470.0,312.89
2025-01-08,AMD,SELL,0.0,124.51
2025-01-08,AAPL,SELL,553.0,241.92
2025-01-08,NFLX,BUY,1108.0,88.0
2025-01-08,NVDA,BUY,400.0,142.58
2025-01-08,QQQ,SELL,255.0,515.08
2025-01-08,V,SELL,478.0,311.0
2025-01-08,WMT,BUY,1519.0,91.11
2025-01-10,WMT,SELL,0.0,92.49
2025-01-10,AAPL,SELL,560.0,240.01
2025-01-10,AMD,BUY,494.0,118.18
2025-01-10,NFLX,BUY,1129.0,86.64
2025-01-10,NVDA,BUY,407.0,137.45
2025-01-10,QQQ,SELL,259.0,511.48
2025-01-10,V,SELL,483.0,311.2
2025-01-13,QQQ,BUY,0.0,501.2
2025-01-13,AAPL,BUY,0.0,233.53
2025-01-13,AMD,BUY,504.0,115.28
2025-01-13,IVV,SELL,307.0,578.51
2025-01-13,NFLX,BUY,1071.0,83.15
2025-01-13,NVDA,BUY,418.0,129.99
2025-01-13,SPY,SELL,311.0,575.77
2025-01-13,V,SELL,480.0,305.0
2025-01-14,AMD,BUY,503.0,118.0
2025-01-14,IVV,SELL,311.0,587.14
2025-01-14,NFLX,BUY,1084.0,84.32
2025-01-14,NVDA,BUY,429.0,136.05
2025-01-14,SPY,SELL,316.0,584.36
2025-01-14,V,SELL,488.0,308.75
2025-01-15,NFLX,SELL,0.0,83.64
2025-01-15,AMD,BUY,516.0,117.55
2025-01-15,IVV,SELL,316.0,593.18
2025-01-15,NVDA,BUY,440.0,133.65
2025-01-15,SPY,SELL,320.0,590.33
2025-01-15,V,SELL,489.0,313.68
2025-01-15,WMT,BUY,1502.0,91.07
2025-01-16,WMT,SELL,0.0,91.5
2025-01-16,IVV,BUY,0.0,597.03
2025-01-16,SPY,BUY,0.0,594.17
2025-01-16,AMD,BUY,492.0,120.24
2025-01-16,DIA,SELL,435.0,432.09
2025-01-16,NFLX,BUY,1064.0,86.1
2025-01-16,NVDA,BUY,422.0,138.64
2025-01-16,QQQ,SELL,252.0,518.98
2025-01-16,V,SELL,453.0,315.75
2025-01-17,AMD,BUY,506.0,120.78
2025-01-17,DIA,SELL,442.0,434.54
2025-01-17,NFLX,BUY,1085.0,85.98
2025-01-17,NVDA,BUY,433.0,136.69
2025-01-17,QQQ,SELL,256.0,522.85
2025-01-17,V,SELL,459.0,317.5
2025-01-21,DIA,BUY,0.0,436.35
2025-01-21,AMD,BUY,492.0,122.39
2025-01-21,CSCO,SELL,2944.0,60.47
2025-01-21,NFLX,BUY,1063.0,86.35
2025-01-21,NVDA,BUY,419.0,139.16
2025-01-21,QQQ,SELL,249.0,524.48
2025-01-21,V,SELL,460.0,320.31
2025-01-22,AMD,SELL,0.0,123.08
2025-01-22,CSCO,BUY,0.0,61.04
2025-01-22,V,BUY,0.0,324.77
2025-01-22,IVV,SELL,294.0,608.9
2025-01-22,NFLX,BUY,1057.0,99.8
2025-01-22,NVDA,BUY,412.0,144.66
2025-01-22,QQQ,SELL,250.0,529.57
2025-01-22,SPY,SELL,296.0,605.92
2025-01-22,WMT,BUY,1525.0,93.77
2025-01-23,WMT,SELL,0.0,92.96
2025-01-23,QQQ,BUY,0.0,529.04
2025-01-23,AMD,BUY,495.0,121.43
2025-01-23,DIA,SELL,434.0,441.52
2025-01-23,IVV,SELL,295.0,608.77
2025-01-23,NFLX,BUY,709.0,95.78
2025-01-23,NVDA,BUY,386.0,145.05
2025-01-23,SPY,SELL,298.0,605.8
2025-01-24,AMD,SELL,0.0,124.55
2025-01-24,DIA,BUY,0.0,444.8
2025-01-24,IVV,SELL,297.0,612.75
2025-01-24,NFLX,BUY,683.0,98.44
2025-01-24,NVDA,BUY,392.0,148.37
2025-01-24,QQQ,SELL,251.0,533.02
2025-01-24,SPY,SELL,300.0,609.81
2025-01-24,WMT,BUY,1558.0,93.54
2025-01-27,WMT,SELL,0.0,95.9
2025-01-27,QQQ,BUY,0.0,511.0
2025-01-27,AMZN,BUY,391.0,226.21
2025-01-27,DIA,SELL,436.0,440.64
2025-01-27,IVV,SELL,301.0,597.67
2025-01-27,NFLX,BUY,696.0,97.11
2025-01-27,NVDA,BUY,401.0,124.8
2025-01-27,SPY,SELL,305.0,594.81
2025-01-28,AMZN,SELL,0.0,234.29
2025-01-28,IVV,BUY,0.0,603.53
2025-01-28,SPY,BUY,0.0,600.62
2025-01-28,AMD,BUY,508.0,115.18
2025-01-28,DIA,SELL,436.0,447.2
2025-01-28,GLD,SELL,671.0,254.23
2025-01-28,NFLX,BUY,709.0,96.67
2025-01-28,NVDA,BUY,312.0,121.81
2025-01-28,QQQ,SELL,242.0,515.22
2025-01-29,GLD,BUY,0.0,254.55
2025-01-29,AMD,BUY,520.0,115.77
2025-01-29,DIA,SELL,442.0,448.21
2025-01-29,NFLX,BUY,720.0,98.0
2025-01-29,NVDA,BUY,273.0,126.5
2025-01-29,QQQ,SELL,237.0,522.46
2025-01-29,SPY,SELL,297.0,603.72
2025-01-30,SPY,BUY,0.0,603.96
2025-01-30,AMD,BUY,502.0,118.53
2025-01-30,DIA,SELL,448.0,446.54
2025-01-30,GLD,SELL,678.0,257.2
2025-01-30,NFLX,BUY,726.0,98.68
2025-01-30,NVDA,BUY,285.0,123.1
2025-01-30,QQQ,SELL,241.0,523.71
2025-01-31,GLD,BUY,0.0,259.08
2025-01-31,AMD,BUY,501.0,119.14
2025-01-31,DIA,SELL,453.0,450.03
2025-01-31,NFLX,BUY,740.0,97.4
2025-01-31,NVDA,BUY,287.0,123.78
2025-01-31,QQQ,SELL,244.0,526.92
2025-01-31,SPY,SELL,303.0,607.5
2025-02-03,DIA,BUY,0.0,439.61
2025-02-03,AMD,BUY,516.0,113.88
2025-02-03,IVV,SELL,305.0,595.58
2025-02-03,NFLX,BUY,749.0,97.3
2025-02-03,NVDA,BUY,300.0,114.75
2025-02-03,QQQ,SELL,248.0,513.47
2025-02-03,SPY,SELL,308.0,592.67
2025-02-04,QQQ,BUY,0.0,518.63
2025-02-04,AMD,BUY,531.0,115.45
2025-02-04,DIA,SELL,462.0,444.23
2025-02-04,IVV,SELL,309.0,600.67
2025-02-04,NFLX,BUY,759.0,98.05
2025-02-04,NVDA,BUY,312.0,116.96
2025-02-04,SPY,SELL,311.0,597.83
2025-02-05,AMD,SELL,0.0,107.61
2025-02-05,AMZN,BUY,406.0,237.02
2025-02-05,DIA,SELL,467.0,445.72
2025-02-05,IVV,SELL,309.0,603.55
2025-02-05,NFLX,BUY,755.0,98.77
2025-02-05,NVDA,BUY,311.0,121.76
2025-02-05,SPY,SELL,311.0,600.64
2025-02-06,AMZN,SELL,0.0,238.01
2025-02-06,DIA,SELL,466.0,449.35
2025-02-06,IVV,SELL,312.0,608.9
2025-02-06,NFLX,BUY,751.0,100.79
2025-02-06,NVDA,BUY,292.0,127.42
2025-02-06,SPY,SELL,314.0,605.99
2025-02-06,WMT,BUY,1398.0,102.53
2025-02-07,DIA,SELL,473.0,447.78
2025-02-07,IVV,SELL,315.0,609.84
2025-02-07,NFLX,BUY,759.0,101.7
2025-02-07,NVDA,BUY,286.0,129.22
2025-02-07,SPY,SELL,317.0,606.89
2025-02-07,WMT,BUY,1415.0,103.0
2025-02-10,DIA,SELL,471.0,445.82
2025-02-10,IVV,SELL,316.0,606.98
2025-02-10,NFLX,BUY,771.0,102.31
2025-02-10,NVDA,BUY,287.0,130.09
2025-02-10,SPY,SELL,318.0,604.03
2025-02-10,WMT,BUY,1385.0,101.95
2025-02-11,WMT,SELL,0.0,102.62
2025-02-11,AMD,BUY,505.0,108.98
2025-02-11,DIA,SELL,475.0,443.34
2025-02-11,IVV,SELL,316.0,605.47
2025-02-11,NFLX,BUY,771.0,102.08
2025-02-11,NVDA,BUY,282.0,132.58
2025-02-11,SPY,SELL,318.0,602.55
2025-02-12,DIA,BUY,0.0,442.34
2025-02-12,AMD,BUY,510.0,109.52
2025-02-12,IVV,SELL,321.0,602.11
2025-02-12,NFLX,BUY,781.0,100.55
2025-02-12,NVDA,BUY,288.0,130.02
2025-02-12,QQQ,SELL,257.0,522.3
2025-02-12,SPY,SELL,323.0,599.2
2025-02-13,QQQ,BUY,0.0,529.98
2025-02-13,AMD,BUY,514.0,112.0
2025-02-13,DIA,SELL,486.0,445.33
2025-02-13,IVV,SELL,326.0,607.41
2025-02-13,NFLX,BUY,772.0,102.66
2025-02-13,NVDA,BUY,296.0,131.56
2025-02-13,SPY,SELL,328.0,604.48
2025-02-14,NVDA,SELL,0.0,136.48
2025-02-14,AMD,BUY,522.0,112.65
2025-02-14,DIA,SELL,481.0,447.1
2025-02-14,IVV,SELL,319.0,612.92
2025-02-14,NFLX,BUY,768.0,104.5
2025-02-14,SPY,SELL,322.0,609.94
2025-02-14,WMT,BUY,1348.0,105.3
2025-02-18,WMT,SELL,0.0,103.72
2025-02-18,AMD,BUY,521.0,114.05
2025-02-18,DIA,SELL,488.0,445.28
2025-02-18,IVV,SELL,324.0,613.86
2025-02-18,NFLX,BUY,766.0,106.0
2025-02-18,NVDA,BUY,284.0,141.27
2025-02-18,SPY,SELL,327.0,610.88
2025-02-19,AMD,BUY,522.0,114.25
2025-02-19,DIA,SELL,496.0,444.78
2025-02-19,IVV,SELL,328.0,613.09
2025-02-19,NFLX,BUY,773.0,103.52
2025-02-19,NVDA,BUY,287.0,139.51
2025-02-19,SPY,SELL,331.0,610.08
2025-02-20,AMD,BUY,528.0,115.01
2025-02-20,DIA,SELL,503.0,445.27
2025-02-20,IVV,SELL,333.0,614.53
2025-02-20,NFLX,BUY,779.0,104.2
2025-02-20,NVDA,BUY,292.0,140.03
2025-02-20,SPY,SELL,335.0,611.54
2025-02-21,DIA,BUY,0.0,439.1
2025-02-21,AMD,BUY,539.0,114.85
2025-02-21,IVV,SELL,337.0,613.14
2025-02-21,NFLX,BUY,790.0,102.94
2025-02-21,NVDA,BUY,295.0,140.04
2025-02-21,QQQ,SELL,270.0,538.38
2025-02-21,SPY,SELL,339.0,610.16
2025-02-24,NFLX,SELL,0.0,100.8
2025-02-24,AMD,BUY,554.0,111.49
2025-02-24,IVV,SELL,321.0,604.91
2025-02-24,NVDA,BUY,306.0,136.56
2025-02-24,QQQ,SELL,264.0,527.88
2025-02-24,SPY,SELL,323.0,602.02
2025-02-24,UNH,BUY,144.0,466.68
2025-02-25,AMD,BUY,571.0,107.89
2025-02-25,IVV,SELL,326.0,600.04
2025-02-25,NVDA,BUY,317.0,129.98
2025-02-25,QQQ,SELL,266.0,519.24
2025-02-25,SPY,SELL,328.0,597.15
2025-02-25,UNH,BUY,148.0,460.77
2025-02-26,AMD,BUY,586.0,104.95
2025-02-26,IVV,SELL,331.0,598.81
2025-02-26,NVDA,BUY,329.0,129.99
2025-02-26,QQQ,SELL,268.0,515.53
2025-02-26,SPY,SELL,333.0,595.93
2025-02-26,UNH,BUY,145.0,464.65
2025-02-27,AMD,BUY,589.0,105.08
2025-02-27,IVV,SELL,336.0,599.75
2025-02-27,NVDA,BUY,318.0,135.0
2025-02-27,QQQ,SELL,272.0,518.13
2025-02-27,SPY,SELL,338.0,596.85
2025-02-27,UNH,BUY,149.0,466.17
2025-02-28,AMD,BUY,599.0,99.56
2025-02-28,IVV,SELL,326.0,588.41
2025-02-28,NVDA,BUY,326.0,118.02
2025-02-28,QQQ,SELL,260.0,500.13
2025-02-28,SPY,SELL,328.0,585.56
2025-02-28,UNH,BUY,148.0,467.0
2025-03-03,AMD,BUY,605.0,101.52
2025-03-03,IVV,SELL,308.0,599.08
2025-03-03,NVDA,BUY,313.0,123.51
2025-03-03,QQQ,SELL,252.0,511.52
2025-03-03,SPY,SELL,310.0,596.18
2025-03-03,UNH,BUY,147.0,474.37
2025-03-04,QQQ,BUY,0.0,494.18
2025-03-04,AMD,BUY,623.0,96.0
2025-03-04,IVV,SELL,299.0,582.46
2025-03-04,NVDA,BUY,324.0,110.65
2025-03-04,PG,SELL,696.0,176.75
2025-03-04,SPY,SELL,301.0,579.71
2025-03-04,UNH,BUY,151.0,469.75
2025-03-05,IVV,BUY,0.0,579.43
2025-03-05,SPY,BUY,0.0,576.69
2025-03-05,AMD,BUY,603.0,100.36
2025-03-05,HYG,SELL,6616.0,79.45
2025-03-05,NVDA,BUY,322.0,117.58
2025-03-05,PG,SELL,702.0,173.38
2025-03-05,UNH,BUY,150.0,471.07
2025-03-05,XLF,SELL,2775.0,49.94
2025-03-06,XLF,BUY,0.0,49.62
2025-03-06,HYG,BUY,0.0,79.43
2025-03-06,AMD,BUY,604.0,99.05
2025-03-06,GLD,SELL,642.0,268.25
2025-03-06,NVDA,BUY,323.0,113.53
2025-03-06,PG,SELL,704.0,174.89
2025-03-06,SPY,SELL,296.0,575.48
2025-03-06,UNH,BUY,151.0,476.0
2025-03-07,NVDA,SELL,0.0,111.25
2025-03-07,SPY,BUY,0.0,570.9
2025-03-07,AMD,BUY,623.0,98.88
2025-03-07,GLD,SELL,650.0,269.09
2025-03-07,PG,SELL,715.0,174.09
2025-03-07,UNH,BUY,147.0,483.83
2025-03-07,WMT,BUY,942.0,93.94
2025-03-07,XLF,SELL,2788.0,49.2
2025-03-10,WMT,SELL,0.0,89.76
2025-03-10,AMD,BUY,618.0,98.57
2025-03-10,GLD,SELL,660.0,267.62
2025-03-10,NFLX,BUY,727.0,87.51
2025-03-10,PG,SELL,718.0,176.76
2025-03-10,UNH,BUY,146.0,492.28
2025-03-10,XLF,SELL,2839.0,48.29
2025-03-11,XLF,BUY,0.0,47.95
2025-03-11,AMD,BUY,635.0,96.79
2025-03-11,GLD,SELL,663.0,268.47
2025-03-11,NFLX,BUY,745.0,86.74
2025-03-11,PG,SELL,728.0,175.83
2025-03-11,UNH,BUY,149.0,482.5
2025-03-11,V,SELL,408.0,338.41
2025-03-12,AMD,BUY,644.0,99.05
2025-03-12,GLD,SELL,651.0,268.47
2025-03-12,NFLX,BUY,711.0,91.46
2025-03-12,PG,SELL,725.0,169.7
2025-03-12,UNH,BUY,149.0,483.14
2025-03-12,V,SELL,388.0,335.97
2025-03-13,AMD,BUY,597.0,99.72
2025-03-13,GLD,SELL,657.0,271.57
2025-03-13,NFLX,BUY,689.0,91.3
2025-03-13,PG,SELL,702.0,167.7
2025-03-13,UNH,BUY,153.0,479.45
2025-03-13,V,SELL,394.0,330.99
2025-03-14,V,BUY,0.0,327.21
2025-03-14,AMD,BUY,616.0,99.64
2025-03-14,GLD,SELL,624.0,276.27
2025-03-14,HYG,SELL,6571.0,78.83
2025-03-14,NFLX,BUY,705.0,90.15
2025-03-14,PG,SELL,712.0,167.79
2025-03-14,UNH,BUY,155.0,481.0
2025-03-17,AMD,BUY,592.0,102.6
2025-03-17,GLD,SELL,634.0,275.54
2025-03-17,HYG,SELL,6385.0,78.89
2025-03-17,NFLX,BUY,677.0,94.0
2025-03-17,PG,SELL,726.0,168.37
2025-03-17,UNH,BUY,154.0,487.51
2025-03-18,UNH,SELL,0.0,502.24
2025-03-18,AMD,BUY,562.0,103.85
2025-03-18,GLD,SELL,639.0,279.9
2025-03-18,HYG,SELL,6401.0,79.01
2025-03-18,NFLX,BUY,646.0,94.0
2025-03-18,PG,SELL,721.0,170.07
2025-03-18,WMT,BUY,940.0,87.44
2025-03-19,WMT,SELL,0.0,85.95
2025-03-19,HYG,BUY,0.0,78.96
2025-03-19,AMD,BUY,576.0,104.42
2025-03-19,CVX,SELL,691.0,160.97
2025-03-19,GLD,SELL,630.0,279.85
2025-03-19,MSFT,BUY,259.0,385.53
2025-03-19,NFLX,BUY,662.0,93.58
2025-03-19,PG,SELL,732.0,167.87
2025-03-20,MSFT,SELL,0.0,385.74
2025-03-20,GLD,BUY,0.0,279.49
2025-03-20,AMD,BUY,560.0,105.12
2025-03-20,CVX,SELL,670.0,163.13
2025-03-20,NFLX,BUY,637.0,95.0
2025-03-20,PG,SELL,737.0,168.89
2025-03-20,V,SELL,392.0,339.0
2025-03-20,WMT,BUY,962.0,85.81
2025-03-21,AMD,BUY,562.0,105.33
2025-03-21,CVX,SELL,678.0,164.49
2025-03-21,NFLX,BUY,652.0,94.16
2025-03-21,PG,SELL,751.0,167.14
2025-03-21,V,SELL,399.0,337.37
2025-03-21,WMT,BUY,983.0,85.28
2025-03-24,V,BUY,0.0,338.65
2025-03-24,AMD,BUY,575.0,109.73
2025-03-24,CVX,SELL,688.0,164.69
2025-03-24,GLD,SELL,648.0,278.91
2025-03-24,NFLX,BUY,655.0,96.97
2025-03-24,PG,SELL,765.0,166.43
2025-03-24,WMT,BUY,996.0,86.47
2025-03-25,PG,BUY,0.0,165.3
2025-03-25,AMD,BUY,492.0,113.27
2025-03-25,CVX,SELL,698.0,166.08
2025-03-25,GLD,SELL,655.0,278.78
2025-03-25,NFLX,BUY,655.0,97.82
2025-03-25,WMT,BUY,977.0,86.76
2025-03-25,XLF,SELL,2732.0,50.33
2025-03-26,WMT,SELL,0.0,85.19
2025-03-26,AMD,BUY,496.0,114.11
2025-03-26,CVX,SELL,704.0,167.37
2025-03-26,GLD,SELL,662.0,278.93
2025-03-26,NFLX,BUY,639.0,99.38
2025-03-26,UNH,BUY,157.0,515.2
2025-03-26,XLF,SELL,2751.0,50.58
2025-03-27,UNH,SELL,0.0,516.29
2025-03-27,CVX,BUY,0.0,167.25
2025-03-27,AMD,BUY,507.0,106.11
2025-03-27,GLD,SELL,672.0,280.55
2025-03-27,NFLX,BUY,653.0,97.42
2025-03-27,V,SELL,387.0,344.0
2025-03-27,WMT,BUY,991.0,84.78
2025-03-27,XLF,SELL,2799.0,50.19
2025-03-28,V,BUY,0.0,349.19
2025-03-28,GLD,BUY,0.0,283.82
2025-03-28,AMD,BUY,521.0,105.53
2025-03-28,CVX,SELL,711.0,166.7
2025-03-28,NFLX,BUY,659.0,97.2
2025-03-28,PG,SELL,726.0,169.38
2025-03-28,WMT,BUY,1000.0,85.43
2025-03-28,XLF,SELL,2848.0,50.03
2025-03-31,AMD,BUY,537.0,100.24
2025-03-31,CVX,SELL,723.0,166.19
2025-03-31,NFLX,BUY,663.0,92.05
2025-03-31,PG,SELL,740.0,168.1
2025-03-31,WMT,BUY,1021.0,84.76
2025-03-31,XLF,SELL,2810.0,48.72
2025-04-01,WMT,SELL,0.0,87.54
2025-04-01,XLF,BUY,0.0,49.62
2025-04-01,AMD,BUY,548.0,102.16
2025-04-01,CVX,SELL,727.0,167.29
2025-04-01,DIA,SELL,403.0,418.41
2025-04-01,MU,BUY,462.0,88.53
2025-04-01,NFLX,BUY,675.0,92.75
2025-04-01,PG,SELL,727.0,170.57
2025-04-02,MU,SELL,0.0,87.13
2025-04-02,DIA,BUY,0.0,416.37
2025-04-02,AMD,BUY,557.0,101.52
2025-04-02,CVX,SELL,732.0,167.4
2025-04-02,GLD,SELL,645.0,288.28
2025-04-02,NFLX,BUY,688.0,92.3
2025-04-02,PG,SELL,738.0,170.07
2025-04-02,WMT,BUY,954.0,88.2
2025-04-03,PG,BUY,0.0,174.23
2025-04-03,AMD,BUY,564.0,97.79
2025-04-03,CVX,SELL,738.0,160.12
2025-04-03,GLD,SELL,654.0,282.78
2025-04-03,NFLX,BUY,693.0,90.18
2025-04-03,WMT,BUY,954.0,86.28
2025-04-03,XLF,SELL,2814.0,48.2
2025-04-04,WMT,SELL,0.0,85.64
2025-04-04,XLF,BUY,0.0,46.07
2025-04-04,AMD,BUY,541.0,90.1
2025-04-04,CVX,SELL,590.0,151.76
2025-04-04,GLD,SELL,658.0,283.64
2025-04-04,MU,BUY,438.0,70.65
2025-04-04,NFLX,BUY,711.0,89.65
2025-04-04,PG,SELL,729.0,171.77
2025-04-07,NFLX,SELL,0.0,82.79
2025-04-07,CVX,BUY,0.0,138.73
2025-04-07,PG,BUY,0.0,163.66
2025-04-07,AMD,BUY,541.0,80.68
2025-04-07,GLD,SELL,599.0,278.86
2025-04-07,MU,BUY,461.0,63.94
2025-04-07,PFE,BUY,4243.0,22.14
2025-04-07,TLT,SELL,2144.0,91.88
2025-04-07,V,SELL,264.0,302.07
2025-04-08,TLT,BUY,0.0,89.28
2025-04-08,AMD,BUY,561.0,86.15
